participant_id	original_participant_id	species	sex
sub-PDB+control+fly13	sub-PDB_control_fly13	Drosophila melanogaster	M
sub-PDB+control+fly14	sub-PDB_control_fly14	Drosophila melanogaster	M
sub-PDB+control+fly15	sub-PDB_control_fly15	Drosophila melanogaster	M
sub-PDB+control+fly16	sub-PDB_control_fly16	Drosophila melanogaster	M
sub-PDB+control+fly17	sub-PDB_control_fly17	Drosophila melanogaster	M
sub-PDB+control+fly18	sub-PDB_control_fly18	Drosophila melanogaster	M
sub-PDB+control+fly19	sub-PDB_control_fly19	Drosophila melanogaster	M
sub-PDB+control+fly2	sub-PDB_control_fly2	Drosophila melanogaster	M
sub-PDB+control+fly20	sub-PDB_control_fly20	Drosophila melanogaster	M
sub-PDB+control+fly21	sub-PDB_control_fly21	Drosophila melanogaster	M
sub-PDB+control+fly22	sub-PDB_control_fly22	Drosophila melanogaster	M
sub-PDB+control+fly23	sub-PDB_control_fly23	Drosophila melanogaster	M
sub-PDB+control+fly24	sub-PDB_control_fly24	Drosophila melanogaster	M
sub-PDB+control+fly25	sub-PDB_control_fly25	Drosophila melanogaster	M
sub-PDB+control+fly26	sub-PDB_control_fly26	Drosophila melanogaster	M
sub-PDB+control+fly27	sub-PDB_control_fly27	Drosophila melanogaster	M
sub-PDB+control+fly28	sub-PDB_control_fly28	Drosophila melanogaster	M
sub-PDB+control+fly29	sub-PDB_control_fly29	Drosophila melanogaster	M
sub-PDB+control+fly3	sub-PDB_control_fly3	Drosophila melanogaster	M
sub-PDB+control+fly30	sub-PDB_control_fly30	Drosophila melanogaster	M
sub-PDB+control+fly31	sub-PDB_control_fly31	Drosophila melanogaster	M
sub-PDB+control+fly32	sub-PDB_control_fly32	Drosophila melanogaster	M
sub-PDB+control+fly33	sub-PDB_control_fly33	Drosophila melanogaster	M
sub-PDB+control+fly34	sub-PDB_control_fly34	Drosophila melanogaster	M
sub-PDB+control+fly35	sub-PDB_control_fly35	Drosophila melanogaster	M
sub-PDB+control+fly36	sub-PDB_control_fly36	Drosophila melanogaster	M
sub-PDB+control+fly37	sub-PDB_control_fly37	Drosophila melanogaster	M
sub-PDB+control+fly38	sub-PDB_control_fly38	Drosophila melanogaster	M
sub-PDB+control+fly39	sub-PDB_control_fly39	Drosophila melanogaster	M
sub-PDB+control+fly4	sub-PDB_control_fly4	Drosophila melanogaster	M
sub-PDB+control+fly40	sub-PDB_control_fly40	Drosophila melanogaster	M
sub-PDB+control+fly41	sub-PDB_control_fly41	Drosophila melanogaster	M
sub-PDB+control+fly42	sub-PDB_control_fly42	Drosophila melanogaster	M
sub-PDB+control+fly43	sub-PDB_control_fly43	Drosophila melanogaster	M
sub-PDB+control+fly44	sub-PDB_control_fly44	Drosophila melanogaster	M
sub-PDB+control+fly45	sub-PDB_control_fly45	Drosophila melanogaster	M
sub-PDB+control+fly46	sub-PDB_control_fly46	Drosophila melanogaster	M
sub-PDB+control+fly47	sub-PDB_control_fly47	Drosophila melanogaster	M
sub-PDB+control+fly48	sub-PDB_control_fly48	Drosophila melanogaster	M
sub-PDB+control+fly49	sub-PDB_control_fly49	Drosophila melanogaster	M
sub-PDB+control+fly5	sub-PDB_control_fly5	Drosophila melanogaster	M
sub-PDB+control+fly50	sub-PDB_control_fly50	Drosophila melanogaster	M
sub-PDB+control+fly51	sub-PDB_control_fly51	Drosophila melanogaster	M
sub-PDB+control+fly52	sub-PDB_control_fly52	Drosophila melanogaster	M
sub-PDB+control+fly53	sub-PDB_control_fly53	Drosophila melanogaster	M
sub-PDB+control+fly54	sub-PDB_control_fly54	Drosophila melanogaster	M
sub-PDB+control+fly55	sub-PDB_control_fly55	Drosophila melanogaster	M
sub-PDB+control+fly56	sub-PDB_control_fly56	Drosophila melanogaster	M
sub-PDB+control+fly57	sub-PDB_control_fly57	Drosophila melanogaster	M
sub-PDB+control+fly58	sub-PDB_control_fly58	Drosophila melanogaster	M
sub-PDB+control+fly59	sub-PDB_control_fly59	Drosophila melanogaster	M
sub-PDB+control+fly6	sub-PDB_control_fly6	Drosophila melanogaster	M
sub-PDB+control+fly60	sub-PDB_control_fly60	Drosophila melanogaster	M
sub-PDB+control+fly61	sub-PDB_control_fly61	Drosophila melanogaster	M
sub-PDB+control+fly62	sub-PDB_control_fly62	Drosophila melanogaster	M
sub-PDB+control+fly63	sub-PDB_control_fly63	Drosophila melanogaster	M
sub-PDB+control+fly64	sub-PDB_control_fly64	Drosophila melanogaster	M
sub-PDB+control+fly65	sub-PDB_control_fly65	Drosophila melanogaster	M
sub-PDB+control+fly66	sub-PDB_control_fly66	Drosophila melanogaster	M
sub-PDB+control+fly67	sub-PDB_control_fly67	Drosophila melanogaster	M
sub-PDB+control+fly68	sub-PDB_control_fly68	Drosophila melanogaster	M
sub-PDB+control+fly69	sub-PDB_control_fly69	Drosophila melanogaster	M
sub-PDB+control+fly7	sub-PDB_control_fly7	Drosophila melanogaster	M
sub-PDB+control+fly70	sub-PDB_control_fly70	Drosophila melanogaster	M
sub-PDB+control+fly71	sub-PDB_control_fly71	Drosophila melanogaster	M
sub-PDB+control+fly72	sub-PDB_control_fly72	Drosophila melanogaster	M
sub-PDB+control+fly73	sub-PDB_control_fly73	Drosophila melanogaster	M
sub-PDB+control+fly74	sub-PDB_control_fly74	Drosophila melanogaster	M
sub-PDB+control+fly8	sub-PDB_control_fly8	Drosophila melanogaster	M
sub-PDB+control+fly9	sub-PDB_control_fly9	Drosophila melanogaster	M
